t,ref_x,ref_y,ref_z,sim_x,sim_y,sim_z,ref_vx,ref_vy,ref_vz,sim_vx,sim_vy,sim_vz,ref_thrust,ref_tx,ref_ty,ref_tz,ref_yaw,ref_ox,ref_oy,ref_oz,cmd_thrust,cmd_tx,cmd_ty,cmd_tz,mekf_roll,mekf_pitch,mekf_yaw,mekf_px,mekf_py,mekf_pz
0.300000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200077,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000091,0.264863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200077
0.305000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200076,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000094,0.264864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200076
0.310000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200076,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000097,0.264865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200076
0.315000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200075,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000100,0.264866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200075
0.320000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200075,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000102,0.264867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200075
0.325000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200074,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000104,0.264868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200074
0.330000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200074,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000106,0.264869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200074
0.335000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200073,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000108,0.264869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200073
0.340000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200073,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000109,0.264870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200073
0.345000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200072,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000110,0.264871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200072
0.350000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200072,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000111,0.264871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200071
0.355000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200071,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000112,0.264871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200071
0.360000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200071,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000113,0.264872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200070
0.365000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200070,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000113,0.264872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200070
0.370000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200069,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000114,0.264873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200069
0.375000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200069,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000114,0.264873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200069
0.380000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200068,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000114,0.264873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200068
0.385000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200068,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000114,0.264873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200068
0.390000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200067,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000114,0.264874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200067
0.395000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200067,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000114,0.264874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200066
0.400000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200066,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000114,0.264874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200066
